customer_id_externo;mrr;billing_profile;days_since_last;features_used_30d;email
saudavel-0330;339,01;PJ;0;12;financeiro+saudavel-0330@exemplo.com.br
saudavel-0331;120,78;PJ;1;9;financeiro+saudavel-0331@exemplo.com.br
saudavel-0332;85,12;CLT;2;17;financeiro+saudavel-0332@exemplo.com.br
saudavel-0333;253,36;freelancer;1;12;financeiro+saudavel-0333@exemplo.com.br
saudavel-0334;209,53;freelancer;0;14;financeiro+saudavel-0334@exemplo.com.br
saudavel-0335;39,90;PJ;;;financeiro+saudavel-0335@exemplo.com.br
saudavel-0336;139,86;CLT;0;17;financeiro+saudavel-0336@exemplo.com.br
saudavel-0337;166,55;CLT;4;19;financeiro+saudavel-0337@exemplo.com.br
saudavel-0338;76,71;freelancer;1;12;financeiro+saudavel-0338@exemplo.com.br
saudavel-0339;327,64;CLT;1;11;financeiro+saudavel-0339@exemplo.com.br
saudavel-0340;261,47;CLT;0;12;financeiro+saudavel-0340@exemplo.com.br
saudavel-0341;58,34;CLT;2;20;financeiro+saudavel-0341@exemplo.com.br
saudavel-0342;138,14;freelancer;1;14;financeiro+saudavel-0342@exemplo.com.br
saudavel-0343;112,12;CLT;4;15;financeiro+saudavel-0343@exemplo.com.br
saudavel-0344;94,14;freelancer;1;18;financeiro+saudavel-0344@exemplo.com.br
saudavel-0345;621,63;CLT;0;11;financeiro+saudavel-0345@exemplo.com.br
saudavel-0346;232,06;freelancer;2;15;financeiro+saudavel-0346@exemplo.com.br
saudavel-0347;458,32;CLT;0;16;financeiro+saudavel-0347@exemplo.com.br
saudavel-0348;525,77;PJ;;;financeiro+saudavel-0348@exemplo.com.br
saudavel-0349;49,40;CLT;0;8;financeiro+saudavel-0349@exemplo.com.br
saudavel-0350;99,48;CLT;0;12;financeiro+saudavel-0350@exemplo.com.br
saudavel-0351;167,86;PJ;1;16;financeiro+saudavel-0351@exemplo.com.br
saudavel-0352;120,25;CLT;1;14;financeiro+saudavel-0352@exemplo.com.br
saudavel-0353;200,27;PJ;0;12;financeiro+saudavel-0353@exemplo.com.br
saudavel-0354;116,50;freelancer;0;19;financeiro+saudavel-0354@exemplo.com.br
saudavel-0355;120,40;freelancer;1;10;financeiro+saudavel-0355@exemplo.com.br
saudavel-0356;49,50;freelancer;3;17;financeiro+saudavel-0356@exemplo.com.br
saudavel-0357;110,58;CLT;4;15;financeiro+saudavel-0357@exemplo.com.br
saudavel-0358;116,75;PJ;0;16;financeiro+saudavel-0358@exemplo.com.br
saudavel-0359;100,52;freelancer;1;14;financeiro+saudavel-0359@exemplo.com.br
saudavel-0360;390,12;CLT;1;12;financeiro+saudavel-0360@exemplo.com.br
saudavel-0361;189,29;PJ;2;13;financeiro+saudavel-0361@exemplo.com.br
saudavel-0362;271,80;freelancer;0;14;financeiro+saudavel-0362@exemplo.com.br
saudavel-0363;41,41;freelancer;0;16;financeiro+saudavel-0363@exemplo.com.br
saudavel-0364;563,98;freelancer;1;17;financeiro+saudavel-0364@exemplo.com.br
saudavel-0365;142,00;PJ;1;16;financeiro+saudavel-0365@exemplo.com.br
saudavel-0366;92,06;CLT;1;16;financeiro+saudavel-0366@exemplo.com.br
saudavel-0367;386,55;freelancer;0;18;financeiro+saudavel-0367@exemplo.com.br
saudavel-0368;333,28;freelancer;0;20;financeiro+saudavel-0368@exemplo.com.br
saudavel-0369;294,08;PJ;4;14;financeiro+saudavel-0369@exemplo.com.br
saudavel-0370;233,94;freelancer;2;11;financeiro+saudavel-0370@exemplo.com.br
saudavel-0371;39,90;CLT;2;17;financeiro+saudavel-0371@exemplo.com.br
saudavel-0372;136,54;freelancer;0;11;financeiro+saudavel-0372@exemplo.com.br
saudavel-0373;263,65;freelancer;0;11;financeiro+saudavel-0373@exemplo.com.br
saudavel-0374;120,89;freelancer;2;17;financeiro+saudavel-0374@exemplo.com.br
saudavel-0375;149,51;freelancer;1;13;financeiro+saudavel-0375@exemplo.com.br
saudavel-0376;157,06;CLT;2;14;financeiro+saudavel-0376@exemplo.com.br
saudavel-0377;98,31;freelancer;1;17;financeiro+saudavel-0377@exemplo.com.br
saudavel-0378;224,02;freelancer;1;10;financeiro+saudavel-0378@exemplo.com.br
saudavel-0379;97,70;freelancer;1;11;financeiro+saudavel-0379@exemplo.com.br
saudavel-0380;136,16;PJ;4;12;financeiro+saudavel-0380@exemplo.com.br
saudavel-0381;105,42;freelancer;2;14;financeiro+saudavel-0381@exemplo.com.br
saudavel-0382;149,84;PJ;3;10;financeiro+saudavel-0382@exemplo.com.br
saudavel-0383;152,26;CLT;3;14;financeiro+saudavel-0383@exemplo.com.br
saudavel-0384;205,85;CLT;;;financeiro+saudavel-0384@exemplo.com.br
saudavel-0385;268,93;PJ;0;18;financeiro+saudavel-0385@exemplo.com.br
saudavel-0386;74,74;PJ;1;17;financeiro+saudavel-0386@exemplo.com.br
saudavel-0387;157,11;PJ;2;20;financeiro+saudavel-0387@exemplo.com.br
saudavel-0388;125,58;CLT;1;11;financeiro+saudavel-0388@exemplo.com.br
saudavel-0389;185,51;CLT;1;16;financeiro+saudavel-0389@exemplo.com.br
saudavel-0390;160,24;freelancer;0;15;financeiro+saudavel-0390@exemplo.com.br
saudavel-0391;44,84;freelancer;0;19;financeiro+saudavel-0391@exemplo.com.br
saudavel-0392;305,02;CLT;1;20;financeiro+saudavel-0392@exemplo.com.br
saudavel-0393;119,21;PJ;4;14;financeiro+saudavel-0393@exemplo.com.br
saudavel-0394;114,73;freelancer;0;15;financeiro+saudavel-0394@exemplo.com.br
saudavel-0395;83,65;PJ;2;19;financeiro+saudavel-0395@exemplo.com.br
saudavel-0396;50,35;freelancer;1;14;financeiro+saudavel-0396@exemplo.com.br
saudavel-0397;158,61;PJ;;;financeiro+saudavel-0397@exemplo.com.br
saudavel-0398;122,00;freelancer;1;14;financeiro+saudavel-0398@exemplo.com.br
saudavel-0399;228,27;PJ;1;17;financeiro+saudavel-0399@exemplo.com.br
saudavel-0400;138,43;CLT;;;financeiro+saudavel-0400@exemplo.com.br
saudavel-0401;86,35;freelancer;2;13;financeiro+saudavel-0401@exemplo.com.br
saudavel-0402;119,12;freelancer;1;11;financeiro+saudavel-0402@exemplo.com.br
saudavel-0403;844,26;CLT;2;9;financeiro+saudavel-0403@exemplo.com.br
saudavel-0404;269,53;CLT;3;12;financeiro+saudavel-0404@exemplo.com.br
saudavel-0405;251,15;freelancer;0;10;financeiro+saudavel-0405@exemplo.com.br
saudavel-0406;148,54;CLT;0;14;financeiro+saudavel-0406@exemplo.com.br
saudavel-0407;215,65;PJ;0;19;financeiro+saudavel-0407@exemplo.com.br
saudavel-0408;113,10;CLT;0;14;financeiro+saudavel-0408@exemplo.com.br
saudavel-0409;154,94;freelancer;0;14;financeiro+saudavel-0409@exemplo.com.br
saudavel-0410;92,31;freelancer;2;12;financeiro+saudavel-0410@exemplo.com.br
saudavel-0411;81,40;freelancer;0;12;financeiro+saudavel-0411@exemplo.com.br
saudavel-0412;129,37;freelancer;0;11;financeiro+saudavel-0412@exemplo.com.br
saudavel-0413;63,15;freelancer;1;19;financeiro+saudavel-0413@exemplo.com.br
saudavel-0414;134,55;PJ;2;15;financeiro+saudavel-0414@exemplo.com.br
saudavel-0415;299,30;CLT;0;18;financeiro+saudavel-0415@exemplo.com.br
saudavel-0416;153,87;PJ;2;15;financeiro+saudavel-0416@exemplo.com.br
saudavel-0417;150,38;freelancer;1;14;financeiro+saudavel-0417@exemplo.com.br
saudavel-0418;583,04;CLT;1;11;financeiro+saudavel-0418@exemplo.com.br
saudavel-0419;107,33;CLT;1;16;financeiro+saudavel-0419@exemplo.com.br
saudavel-0420;79,53;CLT;2;12;financeiro+saudavel-0420@exemplo.com.br
saudavel-0421;140,11;PJ;1;19;financeiro+saudavel-0421@exemplo.com.br
saudavel-0422;46,09;freelancer;2;10;financeiro+saudavel-0422@exemplo.com.br
saudavel-0423;370,40;freelancer;0;13;financeiro+saudavel-0423@exemplo.com.br
saudavel-0424;58,80;PJ;1;11;financeiro+saudavel-0424@exemplo.com.br
saudavel-0425;67,47;PJ;1;11;financeiro+saudavel-0425@exemplo.com.br
saudavel-0426;111,08;PJ;0;15;financeiro+saudavel-0426@exemplo.com.br
saudavel-0427;257,15;PJ;0;14;financeiro+saudavel-0427@exemplo.com.br
saudavel-0428;146,99;PJ;1;12;financeiro+saudavel-0428@exemplo.com.br
saudavel-0429;71,05;CLT;0;12;financeiro+saudavel-0429@exemplo.com.br
saudavel-0430;85,69;CLT;3;17;financeiro+saudavel-0430@exemplo.com.br
saudavel-0431;142,65;CLT;0;18;financeiro+saudavel-0431@exemplo.com.br
saudavel-0432;100,89;CLT;2;17;financeiro+saudavel-0432@exemplo.com.br
saudavel-0433;69,72;freelancer;1;17;financeiro+saudavel-0433@exemplo.com.br
saudavel-0434;166,31;freelancer;2;18;financeiro+saudavel-0434@exemplo.com.br
saudavel-0435;69,18;PJ;0;16;financeiro+saudavel-0435@exemplo.com.br
saudavel-0436;113,77;PJ;2;17;financeiro+saudavel-0436@exemplo.com.br
saudavel-0437;302,59;PJ;4;16;financeiro+saudavel-0437@exemplo.com.br
saudavel-0438;163,17;freelancer;1;15;financeiro+saudavel-0438@exemplo.com.br
saudavel-0439;254,98;PJ;0;14;financeiro+saudavel-0439@exemplo.com.br
saudavel-0440;127,15;PJ;0;14;financeiro+saudavel-0440@exemplo.com.br
saudavel-0441;189,54;freelancer;1;10;financeiro+saudavel-0441@exemplo.com.br
saudavel-0442;224,81;freelancer;2;11;financeiro+saudavel-0442@exemplo.com.br
saudavel-0443;125,33;PJ;0;11;financeiro+saudavel-0443@exemplo.com.br
saudavel-0444;191,64;PJ;0;16;financeiro+saudavel-0444@exemplo.com.br
saudavel-0445;185,22;freelancer;4;13;financeiro+saudavel-0445@exemplo.com.br
saudavel-0446;81,34;freelancer;;;financeiro+saudavel-0446@exemplo.com.br
saudavel-0447;89,15;PJ;0;15;financeiro+saudavel-0447@exemplo.com.br
saudavel-0448;58,62;CLT;1;10;financeiro+saudavel-0448@exemplo.com.br
saudavel-0449;47,73;freelancer;;;financeiro+saudavel-0449@exemplo.com.br
saudavel-0450;110,94;CLT;1;13;financeiro+saudavel-0450@exemplo.com.br
saudavel-0451;206,56;PJ;0;11;financeiro+saudavel-0451@exemplo.com.br
saudavel-0452;295,81;CLT;0;13;financeiro+saudavel-0452@exemplo.com.br
saudavel-0453;52,61;CLT;1;10;financeiro+saudavel-0453@exemplo.com.br
saudavel-0454;48,76;freelancer;0;17;financeiro+saudavel-0454@exemplo.com.br
saudavel-0455;111,42;PJ;1;16;financeiro+saudavel-0455@exemplo.com.br
saudavel-0456;67,71;PJ;1;20;financeiro+saudavel-0456@exemplo.com.br
saudavel-0457;313,23;PJ;1;17;financeiro+saudavel-0457@exemplo.com.br
saudavel-0458;39,90;freelancer;0;19;financeiro+saudavel-0458@exemplo.com.br
saudavel-0459;184,79;CLT;3;13;financeiro+saudavel-0459@exemplo.com.br
saudavel-0460;135,50;PJ;0;11;financeiro+saudavel-0460@exemplo.com.br
saudavel-0461;72,83;CLT;1;13;financeiro+saudavel-0461@exemplo.com.br
saudavel-0462;126,38;PJ;3;12;financeiro+saudavel-0462@exemplo.com.br
saudavel-0463;94,54;CLT;0;14;financeiro+saudavel-0463@exemplo.com.br
saudavel-0464;46,65;PJ;0;14;financeiro+saudavel-0464@exemplo.com.br
saudavel-0465;53,92;freelancer;0;12;financeiro+saudavel-0465@exemplo.com.br
saudavel-0466;80,25;freelancer;1;17;financeiro+saudavel-0466@exemplo.com.br
saudavel-0467;71,15;PJ;0;9;financeiro+saudavel-0467@exemplo.com.br
saudavel-0468;360,30;freelancer;0;13;financeiro+saudavel-0468@exemplo.com.br
saudavel-0469;124,85;freelancer;3;15;financeiro+saudavel-0469@exemplo.com.br
saudavel-0470;82,24;CLT;1;9;financeiro+saudavel-0470@exemplo.com.br
saudavel-0471;90,25;PJ;3;10;financeiro+saudavel-0471@exemplo.com.br
saudavel-0472;39,90;PJ;1;16;financeiro+saudavel-0472@exemplo.com.br
saudavel-0473;152,43;freelancer;2;16;financeiro+saudavel-0473@exemplo.com.br
saudavel-0474;222,48;PJ;0;20;financeiro+saudavel-0474@exemplo.com.br
saudavel-0475;114,65;CLT;3;9;financeiro+saudavel-0475@exemplo.com.br
saudavel-0476;89,06;freelancer;1;18;financeiro+saudavel-0476@exemplo.com.br
saudavel-0477;78,84;CLT;0;16;financeiro+saudavel-0477@exemplo.com.br
saudavel-0478;184,88;freelancer;0;17;financeiro+saudavel-0478@exemplo.com.br
saudavel-0479;46,44;CLT;0;11;financeiro+saudavel-0479@exemplo.com.br
saudavel-0480;449,16;CLT;1;19;financeiro+saudavel-0480@exemplo.com.br
saudavel-0481;58,73;freelancer;3;13;financeiro+saudavel-0481@exemplo.com.br
saudavel-0482;39,90;CLT;0;15;financeiro+saudavel-0482@exemplo.com.br
saudavel-0483;53,19;CLT;1;12;financeiro+saudavel-0483@exemplo.com.br
saudavel-0484;44,99;freelancer;1;10;financeiro+saudavel-0484@exemplo.com.br
saudavel-0485;441,61;PJ;0;13;financeiro+saudavel-0485@exemplo.com.br
saudavel-0486;68,52;CLT;1;13;financeiro+saudavel-0486@exemplo.com.br
saudavel-0487;273,43;freelancer;2;20;financeiro+saudavel-0487@exemplo.com.br
saudavel-0488;69,81;freelancer;1;14;financeiro+saudavel-0488@exemplo.com.br
saudavel-0489;332,09;PJ;2;14;financeiro+saudavel-0489@exemplo.com.br
saudavel-0490;68,85;CLT;0;16;financeiro+saudavel-0490@exemplo.com.br
saudavel-0491;331,60;freelancer;2;14;financeiro+saudavel-0491@exemplo.com.br
saudavel-0492;94,43;CLT;1;17;financeiro+saudavel-0492@exemplo.com.br
saudavel-0493;129,67;PJ;0;19;financeiro+saudavel-0493@exemplo.com.br
saudavel-0494;324,83;freelancer;0;16;financeiro+saudavel-0494@exemplo.com.br
saudavel-0495;57,72;PJ;0;11;financeiro+saudavel-0495@exemplo.com.br
saudavel-0496;190,10;PJ;0;19;financeiro+saudavel-0496@exemplo.com.br
saudavel-0497;164,66;PJ;1;19;financeiro+saudavel-0497@exemplo.com.br
saudavel-0498;466,56;PJ;2;16;financeiro+saudavel-0498@exemplo.com.br
saudavel-0499;75,70;freelancer;1;18;financeiro+saudavel-0499@exemplo.com.br
saudavel-0500;662,95;PJ;2;10;financeiro+saudavel-0500@exemplo.com.br
