customer_id_externo;mrr;billing_profile;days_since_last;features_used_30d;email
uso-mensal-0302;170,91;CLT;13;4;financeiro+uso-mensal-0302@exemplo.com.br
uso-mensal-0303;225,20;CLT;15;4;financeiro+uso-mensal-0303@exemplo.com.br
uso-mensal-0304;72,98;PJ;35;2;financeiro+uso-mensal-0304@exemplo.com.br
uso-mensal-0305;90,01;CLT;20;3;financeiro+uso-mensal-0305@exemplo.com.br
uso-mensal-0306;171,41;freelancer;21;3;financeiro+uso-mensal-0306@exemplo.com.br
uso-mensal-0307;51,89;CLT;32;5;financeiro+uso-mensal-0307@exemplo.com.br
uso-mensal-0308;39,90;freelancer;28;7;financeiro+uso-mensal-0308@exemplo.com.br
uso-mensal-0309;55,41;PJ;32;3;financeiro+uso-mensal-0309@exemplo.com.br
uso-mensal-0310;145,73;CLT;34;1;financeiro+uso-mensal-0310@exemplo.com.br
uso-mensal-0311;150,86;PJ;15;1;financeiro+uso-mensal-0311@exemplo.com.br
uso-mensal-0312;67,24;CLT;9;3;financeiro+uso-mensal-0312@exemplo.com.br
uso-mensal-0313;115,95;CLT;28;3;financeiro+uso-mensal-0313@exemplo.com.br
uso-mensal-0314;52,14;CLT;17;3;financeiro+uso-mensal-0314@exemplo.com.br
uso-mensal-0315;91,01;freelancer;21;1;financeiro+uso-mensal-0315@exemplo.com.br
uso-mensal-0316;237,67;freelancer;37;3;financeiro+uso-mensal-0316@exemplo.com.br
uso-mensal-0317;113,03;freelancer;20;3;financeiro+uso-mensal-0317@exemplo.com.br
uso-mensal-0318;129,04;PJ;29;5;financeiro+uso-mensal-0318@exemplo.com.br
uso-mensal-0319;129,95;PJ;28;5;financeiro+uso-mensal-0319@exemplo.com.br
uso-mensal-0320;152,00;PJ;18;4;financeiro+uso-mensal-0320@exemplo.com.br
uso-mensal-0321;72,41;CLT;17;4;financeiro+uso-mensal-0321@exemplo.com.br
uso-mensal-0322;117,57;freelancer;15;1;financeiro+uso-mensal-0322@exemplo.com.br
uso-mensal-0323;166,38;freelancer;31;1;financeiro+uso-mensal-0323@exemplo.com.br
uso-mensal-0324;374,91;PJ;11;3;financeiro+uso-mensal-0324@exemplo.com.br
uso-mensal-0325;242,67;PJ;16;3;financeiro+uso-mensal-0325@exemplo.com.br
uso-mensal-0326;133,17;PJ;10;5;financeiro+uso-mensal-0326@exemplo.com.br
uso-mensal-0327;273,83;CLT;32;5;financeiro+uso-mensal-0327@exemplo.com.br
uso-mensal-0328;42,92;freelancer;30;4;financeiro+uso-mensal-0328@exemplo.com.br
uso-mensal-0329;216,52;freelancer;17;3;financeiro+uso-mensal-0329@exemplo.com.br
uso-mensal-0330;109,52;freelancer;23;2;financeiro+uso-mensal-0330@exemplo.com.br
uso-mensal-0331;39,90;PJ;21;6;financeiro+uso-mensal-0331@exemplo.com.br
uso-mensal-0332;117,87;PJ;22;3;financeiro+uso-mensal-0332@exemplo.com.br
uso-mensal-0333;58,81;CLT;20;2;financeiro+uso-mensal-0333@exemplo.com.br
uso-mensal-0334;124,56;CLT;12;3;financeiro+uso-mensal-0334@exemplo.com.br
uso-mensal-0335;64,16;freelancer;5;4;financeiro+uso-mensal-0335@exemplo.com.br
uso-mensal-0336;60,77;freelancer;20;7;financeiro+uso-mensal-0336@exemplo.com.br
uso-mensal-0337;279,73;CLT;36;6;financeiro+uso-mensal-0337@exemplo.com.br
uso-mensal-0338;71,82;freelancer;20;1;financeiro+uso-mensal-0338@exemplo.com.br
uso-mensal-0339;153,91;freelancer;12;4;financeiro+uso-mensal-0339@exemplo.com.br
uso-mensal-0340;40,62;PJ;24;3;financeiro+uso-mensal-0340@exemplo.com.br
uso-mensal-0341;39,90;freelancer;31;2;financeiro+uso-mensal-0341@exemplo.com.br
uso-mensal-0342;179,24;freelancer;34;3;financeiro+uso-mensal-0342@exemplo.com.br
uso-mensal-0343;840,71;CLT;18;2;financeiro+uso-mensal-0343@exemplo.com.br
uso-mensal-0344;52,22;PJ;14;5;financeiro+uso-mensal-0344@exemplo.com.br
uso-mensal-0345;91,69;freelancer;13;1;financeiro+uso-mensal-0345@exemplo.com.br
uso-mensal-0346;82,11;PJ;22;4;financeiro+uso-mensal-0346@exemplo.com.br
uso-mensal-0347;122,41;PJ;25;1;financeiro+uso-mensal-0347@exemplo.com.br
uso-mensal-0348;114,11;PJ;27;4;financeiro+uso-mensal-0348@exemplo.com.br
uso-mensal-0349;128,15;freelancer;21;2;financeiro+uso-mensal-0349@exemplo.com.br
ANCORA-20-B;300,00;CLT;20;3;financeiro+ancora-20-b@exemplo.com.br
uso-mensal-0351;557,68;PJ;29;3;financeiro+uso-mensal-0351@exemplo.com.br
uso-mensal-0352;54,32;freelancer;20;4;financeiro+uso-mensal-0352@exemplo.com.br
uso-mensal-0353;86,67;CLT;12;1;financeiro+uso-mensal-0353@exemplo.com.br
uso-mensal-0354;390,22;freelancer;35;4;financeiro+uso-mensal-0354@exemplo.com.br
uso-mensal-0355;93,83;PJ;23;5;financeiro+uso-mensal-0355@exemplo.com.br
uso-mensal-0356;100,35;freelancer;13;2;financeiro+uso-mensal-0356@exemplo.com.br
uso-mensal-0357;39,90;PJ;28;3;financeiro+uso-mensal-0357@exemplo.com.br
uso-mensal-0358;39,90;freelancer;20;3;financeiro+uso-mensal-0358@exemplo.com.br
uso-mensal-0359;485,56;freelancer;36;2;financeiro+uso-mensal-0359@exemplo.com.br
uso-mensal-0360;44,62;PJ;22;3;financeiro+uso-mensal-0360@exemplo.com.br
uso-mensal-0361;149,11;CLT;34;5;financeiro+uso-mensal-0361@exemplo.com.br
uso-mensal-0362;175,66;PJ;26;2;financeiro+uso-mensal-0362@exemplo.com.br
uso-mensal-0363;146,37;PJ;12;3;financeiro+uso-mensal-0363@exemplo.com.br
uso-mensal-0364;54,15;CLT;35;5;financeiro+uso-mensal-0364@exemplo.com.br
uso-mensal-0365;87,99;freelancer;21;3;financeiro+uso-mensal-0365@exemplo.com.br
uso-mensal-0366;157,92;PJ;16;4;financeiro+uso-mensal-0366@exemplo.com.br
uso-mensal-0367;219,54;freelancer;20;2;financeiro+uso-mensal-0367@exemplo.com.br
uso-mensal-0368;187,42;CLT;38;1;financeiro+uso-mensal-0368@exemplo.com.br
uso-mensal-0369;224,19;PJ;23;4;financeiro+uso-mensal-0369@exemplo.com.br
uso-mensal-0370;176,44;PJ;20;1;financeiro+uso-mensal-0370@exemplo.com.br
uso-mensal-0371;111,54;CLT;22;4;financeiro+uso-mensal-0371@exemplo.com.br
uso-mensal-0372;148,68;freelancer;26;7;financeiro+uso-mensal-0372@exemplo.com.br
uso-mensal-0373;85,60;freelancer;5;2;financeiro+uso-mensal-0373@exemplo.com.br
uso-mensal-0374;79,93;freelancer;29;3;financeiro+uso-mensal-0374@exemplo.com.br
uso-mensal-0375;123,14;PJ;15;2;financeiro+uso-mensal-0375@exemplo.com.br
uso-mensal-0376;141,87;CLT;30;4;financeiro+uso-mensal-0376@exemplo.com.br
uso-mensal-0377;114,99;PJ;31;2;financeiro+uso-mensal-0377@exemplo.com.br
uso-mensal-0378;146,77;freelancer;25;4;financeiro+uso-mensal-0378@exemplo.com.br
uso-mensal-0379;39,90;CLT;22;5;financeiro+uso-mensal-0379@exemplo.com.br
uso-mensal-0380;111,55;CLT;35;5;financeiro+uso-mensal-0380@exemplo.com.br
uso-mensal-0381;74,56;CLT;16;5;financeiro+uso-mensal-0381@exemplo.com.br
uso-mensal-0382;90,75;CLT;34;4;financeiro+uso-mensal-0382@exemplo.com.br
uso-mensal-0383;211,53;CLT;51;3;financeiro+uso-mensal-0383@exemplo.com.br
uso-mensal-0384;127,54;CLT;32;3;financeiro+uso-mensal-0384@exemplo.com.br
uso-mensal-0385;110,57;freelancer;24;6;financeiro+uso-mensal-0385@exemplo.com.br
uso-mensal-0386;143,62;CLT;30;2;financeiro+uso-mensal-0386@exemplo.com.br
uso-mensal-0387;277,07;PJ;33;2;financeiro+uso-mensal-0387@exemplo.com.br
uso-mensal-0388;198,51;freelancer;18;1;financeiro+uso-mensal-0388@exemplo.com.br
uso-mensal-0389;211,77;freelancer;22;6;financeiro+uso-mensal-0389@exemplo.com.br
uso-mensal-0390;90,49;PJ;14;3;financeiro+uso-mensal-0390@exemplo.com.br
uso-mensal-0391;92,57;CLT;34;3;financeiro+uso-mensal-0391@exemplo.com.br
uso-mensal-0392;274,39;freelancer;15;5;financeiro+uso-mensal-0392@exemplo.com.br
uso-mensal-0393;83,69;freelancer;32;8;financeiro+uso-mensal-0393@exemplo.com.br
uso-mensal-0394;70,45;PJ;18;1;financeiro+uso-mensal-0394@exemplo.com.br
uso-mensal-0395;99,46;freelancer;;;financeiro+uso-mensal-0395@exemplo.com.br
uso-mensal-0396;164,71;CLT;33;1;financeiro+uso-mensal-0396@exemplo.com.br
uso-mensal-0397;590,46;PJ;19;1;financeiro+uso-mensal-0397@exemplo.com.br
uso-mensal-0398;68,68;PJ;25;3;financeiro+uso-mensal-0398@exemplo.com.br
uso-mensal-0399;179,78;freelancer;8;2;financeiro+uso-mensal-0399@exemplo.com.br
uso-mensal-0400;147,18;CLT;29;4;financeiro+uso-mensal-0400@exemplo.com.br
uso-mensal-0401;122,42;freelancer;13;1;financeiro+uso-mensal-0401@exemplo.com.br
uso-mensal-0402;332,74;CLT;20;3;financeiro+uso-mensal-0402@exemplo.com.br
uso-mensal-0403;88,97;CLT;19;5;financeiro+uso-mensal-0403@exemplo.com.br
uso-mensal-0404;59,18;PJ;29;2;financeiro+uso-mensal-0404@exemplo.com.br
uso-mensal-0405;39,90;CLT;31;2;financeiro+uso-mensal-0405@exemplo.com.br
uso-mensal-0406;181,25;CLT;16;2;financeiro+uso-mensal-0406@exemplo.com.br
uso-mensal-0407;238,54;CLT;28;5;financeiro+uso-mensal-0407@exemplo.com.br
uso-mensal-0408;66,83;CLT;14;3;financeiro+uso-mensal-0408@exemplo.com.br
uso-mensal-0409;150,98;freelancer;37;5;financeiro+uso-mensal-0409@exemplo.com.br
uso-mensal-0410;39,90;freelancer;20;5;financeiro+uso-mensal-0410@exemplo.com.br
uso-mensal-0411;49,78;PJ;39;3;financeiro+uso-mensal-0411@exemplo.com.br
uso-mensal-0412;194,38;PJ;41;2;financeiro+uso-mensal-0412@exemplo.com.br
uso-mensal-0413;109,50;CLT;22;8;financeiro+uso-mensal-0413@exemplo.com.br
uso-mensal-0414;232,97;freelancer;28;2;financeiro+uso-mensal-0414@exemplo.com.br
uso-mensal-0415;60,24;CLT;20;6;financeiro+uso-mensal-0415@exemplo.com.br
uso-mensal-0416;247,25;CLT;26;6;financeiro+uso-mensal-0416@exemplo.com.br
uso-mensal-0417;121,35;freelancer;23;1;financeiro+uso-mensal-0417@exemplo.com.br
uso-mensal-0418;56,48;freelancer;31;1;financeiro+uso-mensal-0418@exemplo.com.br
uso-mensal-0419;89,65;PJ;;;financeiro+uso-mensal-0419@exemplo.com.br
uso-mensal-0420;314,57;freelancer;24;6;financeiro+uso-mensal-0420@exemplo.com.br
uso-mensal-0421;94,70;PJ;10;4;financeiro+uso-mensal-0421@exemplo.com.br
uso-mensal-0422;212,44;freelancer;21;6;financeiro+uso-mensal-0422@exemplo.com.br
uso-mensal-0423;228,91;PJ;25;2;financeiro+uso-mensal-0423@exemplo.com.br
uso-mensal-0424;441,99;freelancer;26;5;financeiro+uso-mensal-0424@exemplo.com.br
uso-mensal-0425;84,14;freelancer;31;4;financeiro+uso-mensal-0425@exemplo.com.br
uso-mensal-0426;39,90;freelancer;20;5;financeiro+uso-mensal-0426@exemplo.com.br
uso-mensal-0427;41,96;CLT;21;3;financeiro+uso-mensal-0427@exemplo.com.br
uso-mensal-0428;47,79;freelancer;32;3;financeiro+uso-mensal-0428@exemplo.com.br
uso-mensal-0429;238,13;freelancer;40;2;financeiro+uso-mensal-0429@exemplo.com.br
uso-mensal-0430;97,36;CLT;23;3;financeiro+uso-mensal-0430@exemplo.com.br
uso-mensal-0431;426,92;CLT;19;2;financeiro+uso-mensal-0431@exemplo.com.br
uso-mensal-0432;161,71;freelancer;30;3;financeiro+uso-mensal-0432@exemplo.com.br
uso-mensal-0433;39,90;freelancer;9;2;financeiro+uso-mensal-0433@exemplo.com.br
uso-mensal-0434;86,42;PJ;34;4;financeiro+uso-mensal-0434@exemplo.com.br
uso-mensal-0435;368,32;CLT;20;5;financeiro+uso-mensal-0435@exemplo.com.br
uso-mensal-0436;101,98;CLT;30;2;financeiro+uso-mensal-0436@exemplo.com.br
uso-mensal-0437;207,30;CLT;34;5;financeiro+uso-mensal-0437@exemplo.com.br
uso-mensal-0438;75,18;CLT;12;4;financeiro+uso-mensal-0438@exemplo.com.br
uso-mensal-0439;209,71;CLT;;;financeiro+uso-mensal-0439@exemplo.com.br
uso-mensal-0440;267,55;CLT;14;8;financeiro+uso-mensal-0440@exemplo.com.br
uso-mensal-0441;137,08;PJ;14;1;financeiro+uso-mensal-0441@exemplo.com.br
uso-mensal-0442;130,38;CLT;20;1;financeiro+uso-mensal-0442@exemplo.com.br
uso-mensal-0443;76,67;CLT;35;0;financeiro+uso-mensal-0443@exemplo.com.br
uso-mensal-0444;96,68;CLT;43;1;financeiro+uso-mensal-0444@exemplo.com.br
uso-mensal-0445;41,96;freelancer;34;3;financeiro+uso-mensal-0445@exemplo.com.br
uso-mensal-0446;145,07;PJ;33;4;financeiro+uso-mensal-0446@exemplo.com.br
uso-mensal-0447;44,12;CLT;14;3;financeiro+uso-mensal-0447@exemplo.com.br
uso-mensal-0448;196,73;freelancer;14;4;financeiro+uso-mensal-0448@exemplo.com.br
uso-mensal-0449;135,61;CLT;29;8;financeiro+uso-mensal-0449@exemplo.com.br
uso-mensal-0450;112,88;PJ;42;2;financeiro+uso-mensal-0450@exemplo.com.br
uso-mensal-0451;58,33;CLT;22;1;financeiro+uso-mensal-0451@exemplo.com.br
uso-mensal-0452;105,93;CLT;18;4;financeiro+uso-mensal-0452@exemplo.com.br
uso-mensal-0453;58,33;freelancer;15;1;financeiro+uso-mensal-0453@exemplo.com.br
uso-mensal-0454;102,30;CLT;30;5;financeiro+uso-mensal-0454@exemplo.com.br
uso-mensal-0455;54,49;CLT;32;8;financeiro+uso-mensal-0455@exemplo.com.br
uso-mensal-0456;234,27;freelancer;25;7;financeiro+uso-mensal-0456@exemplo.com.br
uso-mensal-0457;501,56;PJ;18;2;financeiro+uso-mensal-0457@exemplo.com.br
uso-mensal-0458;232,60;PJ;30;5;financeiro+uso-mensal-0458@exemplo.com.br
uso-mensal-0459;130,66;CLT;32;2;financeiro+uso-mensal-0459@exemplo.com.br
uso-mensal-0460;526,60;PJ;26;3;financeiro+uso-mensal-0460@exemplo.com.br
uso-mensal-0461;81,89;freelancer;8;4;financeiro+uso-mensal-0461@exemplo.com.br
uso-mensal-0462;313,94;CLT;24;2;financeiro+uso-mensal-0462@exemplo.com.br
uso-mensal-0463;107,85;freelancer;26;5;financeiro+uso-mensal-0463@exemplo.com.br
uso-mensal-0464;158,63;CLT;31;4;financeiro+uso-mensal-0464@exemplo.com.br
uso-mensal-0465;120,80;PJ;24;5;financeiro+uso-mensal-0465@exemplo.com.br
uso-mensal-0466;144,25;CLT;21;3;financeiro+uso-mensal-0466@exemplo.com.br
uso-mensal-0467;103,92;freelancer;21;3;financeiro+uso-mensal-0467@exemplo.com.br
uso-mensal-0468;39,90;freelancer;19;4;financeiro+uso-mensal-0468@exemplo.com.br
uso-mensal-0469;120,23;PJ;32;1;financeiro+uso-mensal-0469@exemplo.com.br
uso-mensal-0470;128,21;PJ;32;1;financeiro+uso-mensal-0470@exemplo.com.br
uso-mensal-0471;112,04;CLT;43;3;financeiro+uso-mensal-0471@exemplo.com.br
uso-mensal-0472;39,90;CLT;33;1;financeiro+uso-mensal-0472@exemplo.com.br
uso-mensal-0473;92,93;PJ;18;7;financeiro+uso-mensal-0473@exemplo.com.br
uso-mensal-0474;113,63;freelancer;15;1;financeiro+uso-mensal-0474@exemplo.com.br
uso-mensal-0475;121,82;freelancer;8;4;financeiro+uso-mensal-0475@exemplo.com.br
uso-mensal-0476;193,15;CLT;38;4;financeiro+uso-mensal-0476@exemplo.com.br
uso-mensal-0477;263,94;CLT;31;2;financeiro+uso-mensal-0477@exemplo.com.br
uso-mensal-0478;213,73;freelancer;23;3;financeiro+uso-mensal-0478@exemplo.com.br
uso-mensal-0479;68,66;PJ;15;1;financeiro+uso-mensal-0479@exemplo.com.br
uso-mensal-0480;181,92;CLT;25;4;financeiro+uso-mensal-0480@exemplo.com.br
uso-mensal-0481;278,39;CLT;;;financeiro+uso-mensal-0481@exemplo.com.br
uso-mensal-0482;232,20;PJ;11;4;financeiro+uso-mensal-0482@exemplo.com.br
uso-mensal-0483;173,04;freelancer;23;5;financeiro+uso-mensal-0483@exemplo.com.br
uso-mensal-0484;145,04;CLT;26;4;financeiro+uso-mensal-0484@exemplo.com.br
uso-mensal-0485;125,71;PJ;22;4;financeiro+uso-mensal-0485@exemplo.com.br
uso-mensal-0486;266,04;PJ;26;3;financeiro+uso-mensal-0486@exemplo.com.br
uso-mensal-0487;103,18;CLT;23;3;financeiro+uso-mensal-0487@exemplo.com.br
uso-mensal-0488;59,47;PJ;18;5;financeiro+uso-mensal-0488@exemplo.com.br
uso-mensal-0489;489,12;freelancer;27;7;financeiro+uso-mensal-0489@exemplo.com.br
uso-mensal-0490;39,90;PJ;29;3;financeiro+uso-mensal-0490@exemplo.com.br
uso-mensal-0491;393,92;freelancer;34;3;financeiro+uso-mensal-0491@exemplo.com.br
uso-mensal-0492;85,66;CLT;12;2;financeiro+uso-mensal-0492@exemplo.com.br
uso-mensal-0493;57,88;PJ;26;1;financeiro+uso-mensal-0493@exemplo.com.br
uso-mensal-0494;62,33;CLT;27;5;financeiro+uso-mensal-0494@exemplo.com.br
uso-mensal-0495;40,22;freelancer;7;1;financeiro+uso-mensal-0495@exemplo.com.br
uso-mensal-0496;43,35;PJ;31;5;financeiro+uso-mensal-0496@exemplo.com.br
uso-mensal-0497;80,78;PJ;23;4;financeiro+uso-mensal-0497@exemplo.com.br
uso-mensal-0498;226,27;freelancer;24;2;financeiro+uso-mensal-0498@exemplo.com.br
uso-mensal-0499;144,81;PJ;32;2;financeiro+uso-mensal-0499@exemplo.com.br
uso-mensal-0500;82,55;CLT;45;2;financeiro+uso-mensal-0500@exemplo.com.br
